"CE ID","Entity Type Code","Entity Name","Address 1","Address 2","City","State","Zip"
"12989","FP","Community Care of Green Bank","4498 Potomac Highland Trail",,"Green Bank","WV","24944"
"12997","FP","BUENA VISTA HEALTH DEPARTMENT","2270 MAGNOLIA AVE",,"BUENA VISTA","VA","24416"
"13000","FP","LEFLORE COUNTY HEALTH DEPARTMENT","2600 BROWNING ROAD",,"GREENWOOD","MS","38930"
"13009","FP","IBERIA PHU","715 B Weldon Street",,"NEW IBERIA","LA","70560"
"13016","FP","TULANE UNIVERSITY MEDICAL CENTER","1430 TULANE AVE SL37",,"NEW ORLEANS","LA","70112"
"13017","FP","SC DHEC Upstate Region Greenville Co FP","200 University Ridge",,"Greenville","SC","29601"
"13021","FP","INDEPENDENCE COUNTY HEALTH UNIT","120 WEAVER AVE",,"BATESVILLE","AR","72501"
"13024","FP","KNOX CTY WEST CLINIC","1028 OLD CEDAR BLUFF RD",,"KNOXVILLE","TN","37923"
"13030","FP","Planned Parenthood of Greater Ohio","444 WEST EXCHANGE STREET",,"AKRON","OH","44302"
"13039","FP","SOUTHERN ILLINOIS HEALTHCARE FOUNDATION","6000 BOND AVENUE",,"CENTREVILLE","IL","62207"
"13046","FP","POLK COUNTY HEALTH UNIT","702 HORNBECK",,"MENA","AR","71953"
"13048","FP","KANAWHA CHARLESTON HEALTH DEPARTMENT","108 LEE ST EAST",,"CHARLESTON","WV","25313"
"13058","FP","BELINGTON COMMUNITY MEDICAL SERVICES ASSOCIATION, INC.","70 N STURMER ST",,"BELINGTON","WV","26250"
"13060","FP","TRICOUNTY HEALTH DEPARTMENT","7000 N Broadway #400",,"Denver","CO","80221"
"13067","FP","HAYWOOD COUNTY HEALTH DEPARTMENT","950 East Main Street",,"Brownsville","TN","38012"
"13069","FP","FAMILY HEALTHCARE NETWORK","1107 WEST POPLAR AVENUE",,"PORTERVILLE","CA","93257"
"13076","FP","URBAN SOLUTIONS HEALTH CENTER","1408 SOUTH BROAD ST","FIRST FLOOR","PHILADELPHIA","PA","19146"
"13077","FP","CLATSOP COUNTY DEPARTMENT OF PUBLIC HEALTH","820 EXCHANGE ST","STE100","ASTORIA","OR","97103"
"13079","FP","AUNT MARTHA'S COMUNITY HEALTH CENTER","3003 WAKEFIELD DRIVE",,"CARPENTERSVILLE","IL","60110"
"13080","FP","SHERMAN COUNTY HEALTH DEPARTMENT","1622 BROADWAY",,"GOODLAND","KS","67735"
"13081","FP","SUMNER COUNTY HEALTH DEPARTMENT","351 New Shackle Island Road",,"Hendersonville","TN","37075"
"13082","FP","Semcac","76 WEST THIRD ST",,"WINONA","MN","55987"
"13085","FP","DAVIDSON COUNTY HEALTH DEPARTMENT","915 GREENSBORO STREET",,"LEXINGTON","NC","27292"
"13089","FP","HIGHLAND COUNTY COMMUNITY ACTION PARTNERSHIP","348 SOUTH ST",,"GREENFIELD","OH","45123"
"13091","FP","WOMENS HEALTH AND WELLNESS CENTER","501 HOWARD AVE","BLAIR MEDICAL BUILDING C, SUITE F2","ALTOONA","PA","16601"
"13097","FP","SC DHEC Lowcountry Region Charleston Co North Area FP","3963 Whipper Barony Ln",,"North Charleston","SC","29405"
"13099","FP","MEADE COUNTY HEALTH DEPARTMENT","309 S WEBB",,"MEADE","KS","67864"
"13100","FP","FLATHEAD COUNTY FAMILY PLANNING","1035 1ST AVE W AVE",,"KALISPELL","MT","59901"
"13101","FP","SEMINOLE COUNTY HEALTH DEPARTMENT","400 WEST AIRPORT BLVD",,"SANFORD","FL","32773"
"13103","FP","PLANNED PARENTHOOD OF THE COLUMBIA/WILLAMETTE INC","3727 NE MARTIN LUTHER KING JR. BLVD",,"PORTLAND","OR","97212"
"13121","FP","COLLINS FAMILY PLANNING CLINIC","2900 SE LOOP 820",,"FORT WORTH","TX","76140"
"13125","FP","CITY OF CASPER-NATRONA COUNTY HEALTH DEPT","CASPER COLLEGE STUDENT HEALTH","125 COLLEGE DRIVE","CASPER","WY","82601"
"13133","FP","Planned Parenthood of Greater Ohio","138 E. MAIN STREET","2ND FL","KENT","OH","44240"
"13134","FP","LOGAN COUNTY HEALTH UNIT","721 W. FIRST STREET",,"BOONEVILLE","AR","72927"
"13143","FP","NORTHEAST HEIGHTS PUBLIC HEALTH OFFICE","8120 LA MIRADA PL. NE",,"ALBUQUERQUE","NM","87109"
"13146","FP","FAMILY HEALTH CENTERS OF SAN DIEGO","4725 Market Street",,"SAN DIEGO","CA","92102"
"13151","FP","BAY COUNTY HEALTH DEPARTMENT","597 W 11TH ST",,"PANAMA CITY","FL","32401"
"13155","FP","PATRICK COUNTY HEALTH DEPARTMENT","106 RUCKER ST",,"STUART","VA","24171"
"13157","FP","NORTH RUTHERFORD COUNTY HEALTH DEPT.","108 David Collins Dr",,"Smyrna","TN","37167"
"13158","FP","HICKMAN COUNTY HEALTH DEPARTMENT","111 Murphree Ave.",,"Centerville","TN","37033"
"13160","FP","EAST HENRICO HEALTH DEPARTMENT","1400 N Laburnum Ave",,"Henrico","VA","23223"
"13173","FP","PLANNED PARENTHOOD OF INDIANA","200 SOUTH MERIDIAN ST","SUITE 400","INDIANAPOLIS","IN","46225"
"13177","FP","THUNDERMIST HEALTH CENTER","450 CLINTON STREET",,"WOONSOCKET","RI","02895"
"13182","FP","MATTAPAN COMMUNITY HEALTH CENTER","1575 BLUE HILL AVE",,"MATTAPAN","MA","02126"
"13190","FP","BOSTON PUBLIC HEALTH COMMISSION","723 Mass Avenue",,"BOSTON","MA","02118"
"13198","FP","MULTNOMAH CO HEALTH DEPT","5103 N.WILLS BLVD.",,"PORTLAND","OR","97203"
"13209","FP","LAFAYETTE ST FAMILY HEALTH CLINIC","2700 S LAFAYETTE ST., STE.200",,"FT WAYNE","IN","46806"
"13217","FP","WYOMING COUNTY HEALTH DEPARTMENT","3325 East Main Street",,"Attica","NY","14011"
"13224","FP","FAMILY HEALTH AND BIRTH CENTER","801 17TH ST. NE",,"WASHINGTON","DC","20002"
"13237","FP","PLANNED PARENTHOOD NEW YORK CITY","26 BLEECKER ST",,"NEW YORK","NY","10012"
"13251","FP","DISTRICT HEALTH CENTER 3","555 SOUTH 43RD ST",,"PHILADELPHIA","PA","19104"
"13263","FP","PANHANDLE HEALTH DISTRICT","137 N 8TH STREET",,"ST MARIES","ID","83861"
"13269","FP","MEM-SHELBY COUNTY HEALTH DEPARTMENT","814 JEFFERSON AVE","ROOM 340","MEMPHIS","TN","38105"
"13289","FP","MACON COUNTY HEALTH DEPARTMENT","1830 LAKESIDE DRIVE",,"FRANKLIN","NC","28734"
"13290","FP","JACKSON COUNTY HEALTH DEPARTMENT","4600 VEGA STREET",,"PASCAGOULA","MS","39581"
"13298","FP","JACKSON COUNTY HEALTH DEPARTMENT","504 SOUTH CHURCH ST",,"RIPLEY","WV","25271"
"13312","FP","GADSDEN COUNTY HEALTH DEPARTMENT","27001 BLUE STAR HWY",,"HAVANA","FL","32333"
"13320","FP","CATAWBA COUNTY HEALTH DEPARTMENT","3070 11TH AVENUE DRIVE SE",,"HICKORY","NC","28602"
"13342","FP","Dallas County Hospital District dba Parkland Health & Hospital System","4600 Scyene Road","Room 01-1246","DALLAS","TX","75210"
"13355","FP","NEVADA DEPT OF HHS,DIVISION OF PUBLIC & BEHAVIORAL HEALTH","50 E HASKELL STREET","SUITE B","WINNEMUCCA","NV","89445"
"13360","FP","ST LUCIE COUNTY HEALTH DEPARTMENT","5150 NW Milner Drive",,"Port St Lucie","FL","34983"
"13363","FP","PLANNED PARENTHOOD MAR MONTE","2633 16TH ST",,"BAKERSFIELD","CA","93301"
"13367","FP","PLANNED PARENTHOOD MID AND SOUTH MICHIGAN","3100 PROFESSIONAL DRIVE",,"ANN ARBOR","MI","48104"
"13376","FP","Planned Parenthood Pasadena and San Gabriel Valley, Inc.","1578 Colorado Blvd","Ste 13","Los Angeles","CA","90041"
"13378","FP","ACCESS COMMUNITY HEALTH NETWORK","245 SOUTH GARY AVENUE","LOWER LEVEL","BLOOMINGDALE","IL","60108"
"13379","FP","FRANKLIN COUNTY HEALTH DEPARTMENT","801 HWY 48",,"RUSSELLVILLE","AL","35653"
"13389","FP","PORTSMOUTH HEALTH DEPARTMENT","1701 HIGH ST","SUITE 102","PORTSMOUTH","VA","23704"
"13394","FP","BOULDER VALLEY WOMEN'S HEALTH CENTER","82 21ST AVE","SUITE C","LONGMONT","CO","80501"
"13407","FP","EGYPTIAN HEALTH DEPARTMENT","1412 US 45 NORTH",,"ELDORADO","IL","62930"
"13422","FP","CHICKASAW COUNTY HEALTH DEPARTMENT","332 N. JEFFERSON",,"HOUSTON","MS","38851"
"13454","FP","MACOMB COUNTY HEALTH DEPARTMENT","25401 HARPER AVENUE",,"ST CLAIR SHORES","MI","48081"
"13462","FP","BRADLEY COUNTY HEALTH UNIT","208 BRAGG ST",,"WARREN","AR","71671"
"13490","FP","NEW RIVER HEALTH - NORTH FAYETTE","221 W MAPLE AVENUE",,"FAYETTEVILLE","WV","25840"
"13492","FP","WAREHAM FAMILY PLANNING","106 MAIN ST",,"WAREHAM","MA","02571"
"13494","FP","MANATEE COUNTY HEALTH DEPARTMENT","410 SIXTH AVE E",,"BRADENTON","FL","34208"
"13498","FP","PLANNED PARENTHOOD OF WESTERN PENNSYLVANIA, INC.","125 NATURE PARK ROAD",,"GREENSBURG","PA","15601"
"13499","FP","CHEATHAM COUNTY HEALTH DEPARTMENT","162 County Services Drive","Suite 200","Ashland City","TN","37015"
"13502","FP","GUILFORD COUNTY HEALTH DEPARTMENT - FP","1100 E WENDOVER AVE","Ste 301","GREENSBORO","NC","27405"
"13526","FP","HAWAIIAN GARDENS HEALTH CENTER","22310 WARDHAM AVE",,"HAWAIIAN GARDENS","CA","90716"
"13533","FP","PRAIRIE COUNTY HEALTH UNIT","204 MAIN ST",,"DES ARC","AR","72040"
"13535","FP","DESCHUTES CO HEALTH DEPT","2577 NE COURTNEY DR",,"BEND","OR","97701"
"13537","FP","DE DEPT OF HEALTH & SOCIAL SVC","JESSE COOPER BLDG","417 FEDERAL STREET","DOVER","DE","19901"
"13539","FP","HEALTH AND HOSPITAL - Eskenazi Health","650 Eskenazi Way",,"Indianapolis","IN","46202"
"13540","FP","ADAGIO HEALTH SHARON","87 STAMBAUGH AVE","SUITE 1","SHARON","PA","16146"
"13562","FP","SWAIN COUNTY HEALTH DEPARTMENT","545 CENTER STREET",,"BRYSON CITY","NC","28713"
"13569","FP","MITCHELL COUNTY HEALTH DEPARTMENT","310 W EIGHTH",,"BELOIT","KS","67420"
"13571","FP","CUMBERLAND VALLEY DISTRICT HEALTH DEPARTMENT","470 MANCHESTER SQUARE SHOPPING CENTER, SUITE 200",,"MANCHESTER","KY","40962"
"13572","FP","JEFFERSON COUNTY DEPARTMENT OF HEALTH","590 MORRIS MAJESTIC RD",,"MORRIS","AL","35116"
"13577","FP","ROBERTSON COUNTY HEALTH DEPARTMENT","800 South Brown St",,"Springfield","TN","37172"
"13581","FP","PLANNED PARENTHOOD MOHAWK HUDSON","603 SENECA STREET","Suite 5","ONEIDA","NY","13421"
"13609","FP","PLANNED PARENTHOOD OF SEPA","1211 CHESTNUT ST","SUITE 405","PHILADELPHIA","PA","19107"
"13623","FP","DOH in MARION COUNTY","1801 SE 32ND AVE",,"OCALA","FL","34471"
"13624","FP","SCOTT COUNTY HEALTH UNIT","316 FEATHERSTON",,"WALDRON","AR","72958"
"13636","FP","Department of Health - Lee","83 PONDELLA RD",,"NORTH FT MYERS","FL","33903"
"13639","FP","LAMPREY HEALTH CARE-NASHUA","22 PROSPECT ST",,"NASHUA","NH","03060"
"13662","FP","LAMAR COUNTY HEALTH DEPARTMENT","207 MAIN STREET",,"PURVIS","MS","39475"
"13668","FP","WASHINGTON CO HEALTH DEPT","12550 SW 2ND ST",,"BEAVERTON","OR","97005"
"13670","FP","BOSSIER PHU","3022 OLD MINDEN RD",,"BOSSIER CITY","LA","71112"
"13673","FP","JACKSON COUNTY PUBLIC HEALTH","140 S Holly Street",,"MEDFORD","OR","97501"
"13676","FP","CENTRAL HEALTH CENTER","239 CRANSTON ST",,"PROVIDENCE","RI","02907"
"13680","FP","MARION COUNTY HEALTH DEPARTMENT","300 SECOND ST",,"FAIRMONT","WV","26554"
"13682","FP","BUREAU OF FAMILY HEALTH SERVICES","SUITE 1010, RSA TOWER","201 MONROE STREET","MONTGOMERY","AL","36104"
"13689","FP","LEE COUNTY HEALTH DEPARTMENT","134 HILL STREET",,"JONESVILLE","VA","24263"
"13700","FP","PLANNED PARENTHOOD OF KENTUCKY, INC - LOUISVILLE HEALTH CENTER","842 South Seventh Street",,"LOUISVILLE","KY","40203"
"13705","FP","PLANNED PARENTHOOD OF KANSAS AND MID MISSOURI","607A BURKARTH",,"WARRENSBURG","MO","64093"
"13706","FP","AVERY COUNTY HEALTH DEPARTMENT","545 SCHULTZ CIRCLE",,"NEWLAND","NC","28657"
"13711","FP","Florida Department of Health in St. Johns County","200 San Sebastian View",,"ST AUGUSTINE","FL","32084"
"13713","FP","WALTON COUNTY HEALTH DEPARTMENT","362 STATE HWY 83",,"DEFUNIAK SPRINGS","FL","32433"
"13724","FP","LINCOLN COUNTY HEALTH DEPARTMENT","8008 Court Avenue",,"HAMLIN","WV","25523"
"13727","FP","MULTNOMAH CO HEALTH DEPT","12710 SE DIVISION",,"PORTLAND","OR","97236"
"13728","FP","SYRACUSE MODEL NEIGHBORHOOD FACILITY/FAMILY PLANNING SERVICE OF OCHD","301 SLOCUM AVE",,"SYRACUSE","NY","13202"
"13743","FP","DISTRICT HEALTH DEPARTMENT NO 2","393 S MT TOM ROAD",,"MIO","MI","48647"
"13744","FP","PLANNED PARENTHOOD OF NORTHERN NEW ENGLAND","402 CANAL ST",,"BRATTLEBORO","VT","05301"
"13746","FP","PRINCE EDWARD COUNTY HEALTH DEPARTMENT","111 SOUTH ST","GROUND FLOOR","FARMVILLE","VA","23901"
"13756","FP","ADAGIO HEALTH  CLARION","1064A EAST MAIN ST",,"CLARION","PA","16214"
"13780","FP","HENRY MARTINSVILLE HEALTH DEPARTMENT","295 COMMONWEALTH BOULEVARD",,"MARTINSVILLE","VA","24112"
"13789","FP","Family Planning Association of Maine","311A CORINNA RD",,"DEXTER","ME","04930"
"13800","FP","FULTON COUNTY HEALTH DEPARTMENT","606 SOUTH SHOOP AVE",,"WAUSEON","OH","43567"
"13807","FP","WESTMORELAND COUNTY HEALTH DEPT","18849 KINGS HWY",,"MONTROSS","VA","22520"
"13810","FP","BUTLER COUNTY HEALTH DEPARTMENT","104 NORTH  WARREN STREET",,"MORGANTOWN","KY","42261"
"13813","FP","OPEN DOOR - DELAWARE COUNTY JAIL","100 WEST WASHINGTON",,"MUNCIE","IN","47305"
"13815","FP","LAWRENCEVILLE FAMILY HEALTH CENTER","3937 BUTLER STREET",,"PITTSBURGH","PA","15201"
"13817","FP","FLORIDA DEPARTMENT OF HEALTH IN OSCEOLA COUNTY","1875 Fortune Rd",,"KISSIMMEE","FL","34744"
"13822","FP","MONROE COUNTY HEALTH DEPARTMENT","3333 OVERSEAS HIGHWAY",,"MARATHON","FL","33050"
"13835","FP","FAMILY PLANNING ASSOCIATION OF MAINE","43 GABRIEL DRIVE",,"AUGUSTA","ME","04330"
"13857","FP","MORRIS COUNTY HEALTH DEPARTMENT","221 HOCKADAY ST",,"COUNCIL GROVE","KS","66846"
"13880","FP","MONROE COUNTY HEALTH DEPARTMENT","416 AGRICULTURAL DR",,"MONROEVILLE","AL","36460"
"13882","FP","HANCOCK COUNTY HEALTH DEPARTMENT","856 Highway 90",,"BAY ST LOUIS","MS","39520"
"13890","FP","HARRISON BILOXI CLINIC","761 ESTERS BLVD",,"BILOXI","MS","39530"
"13891","FP","MISSISSIPPI STATE DEPARTMENT OF HEALTH","570 EAST WOODROW WILSON  OSBORNE BUILDING 214-A",,"JACKSON","MS","39215"
"13906","FP","HARPER COUNTY HEALTH DEPARTMENT","123 N JENNINGS",,"ANTHONY","KS","67003"
"13910","FP","MARSHALL COUNTY HEALTH DEPARTMENT","267 Slick Back Road",,"BENTON","KY","42025"
"13912","FP","POTTAWATOMIE COUNTY HEALTH DEPARTMENT","320 MAIN",,"WESTMORELAND","KS","66549"
"13927","FP","MIAMI-DADE COUNTY HEALTH DEPARTMENT","18255 HOMESTEAD AVE",,"MIAMI","FL","33157"
"13928","FP","YADKIN COUNTY MEDICAL CLINIC","638 W Main St",,"YADKINVILLE","NC","27055"
"13935","FP","BEAVERHEAD FAMILY PLANNING","41 BARRETT ST","90 HWY 91 S","DILLON","MT","59725"
"13941","FP","SKAMANIA COUNTY HEALTH DEPARTMENT","710 SW ROCK CREEK DRIVE",,"STEVENSON","WA","98648"
"13949","FP","PLANNED PARENTHOOD SHASTA DIABLO, INC/DBA PLANNED PARENTHOOD SHASTA PACIFIC","3100 COHASSET ROAD",,"CHICO","CA","95973"
"13954","FP","THE MEDICAL CENTER  BEAVER","1125 7TH AVE",,"BEAVER FALLS","PA","15010"
"13960","FP","NEWTON COUNTY HEALTH UNIT","506 WEST COURT ST",,"JASPER","AR","72641"
"13981","FP","CULPEPER COUNTY HEALTH DEPARTMENT","640 LAUREL ST",,"CULPEPER","VA","22701"
"13995","FP","VALLEY COMMUNITY CLINIC","6801 COLDWATER CANYON AVE",,"NORTH HOLLYWOOD","CA","91605"
"14001","FP","PRUDICH MEDICAL CENTER","SIMMONS RIVER ROAD",,"MONTCALM","WV","24737"
"14035","FP","DESOTO PHU","120 MC ENERY ST",,"MANSFIELD","LA","71052"
"14042","FP","FAMILY HEALTH CENTERS OF SAN DIEGO, INC.","1111 WEST CHASE AVENUE",,"EL CAJON","CA","92020"
"14049","FP","PLANNED PARENTHOOD OF THE PACIFIC SOUTHWEST","1295 BROADWAY, STE 201",,"CHULA VISTA","CA","91911"
"14057","FP","MOBILE COUNTY HEALTH DEPARTMENT","950 Coy Smith Hwy",,"Mt. Vernon","AL","36560"
"14065","FP","PLANNED PARENTHOOD MAR MONTE","1691 THE ALAMEDA",,"SAN JOSE","CA","95126"
"14077","FP","NORTHEAST VALLEY HEALTH CORPORATION","7107 REMMET AVE",,"CANOGA PARK","CA","91303"
"14089","FP","MORIARTY PUBLIC HEALTH OFFICE","1110 RT 66 / CENTRAL",,"MORIARTY","NM","87035"
"14090","FP","CENTRAL MICHIGAN DISTRICT HEALTH DEPARTMENT","2012 E. PRESTON",,"MT PLEASANT","MI","48858"
"14132","FP","HUDSON RIVER HEALTHCARE, INC.","1037 MAIN STREET",,"PEEKSKILL","NY","10566"
"14135","FP","DIXIE COUNTY HEALTH DEPARTMENT","149 NE 241 STREET",,"CROSS CITY","FL","32628"
"14137","FP","JEFFERSON PHU MARRERO","1855 AMES BLVD",,"MARRERO","LA","70072"
"14144","FP","SC DHEC Upstate Region Spartanburg Co USC Upstate FP","800 University Way",,"Spartanburg","SC","29303"
"14167","FP","PLANNED PARENTHOOD SOUTHERN FINGER LAKES","111 Seneca Street",,"HORNELL","NY","14843"
"14173","FP","LOWNDES COUNTY HEALTH DEPARTMENT","801 LEHMBERG ROAD",,"COLUMBUS","MS","39702"
"14184","FP","Planned Parenthood of Greater Ohio","133 LEWIS AVE",,"CIRCLEVILLE","OH","43113"
"14186","FP","SOUTHWEST VALLEY PUBLIC HEALTH OFFICE","2001 N CENTRO FAMILIAR SW",,"ALBUQUERQUE","NM","87105"
"14192","FP","COMMUNITY  HEALTH AGENCY - COUNTY OF RIVERSIDE","7140 INDIANA AVE",,"RIVERSIDE","CA","92504"
"14200","FP","CAMPBELL COUNTY HEALTH DEPARTMENT","162 Sharp-Perkins Road",,"Jacksboro","TN","37757"
"14214","FP","GRAYSON COUNTY HEALTH DEPARTMENT","124 EAST WHITE OAK STREET",,"LEITCHFIELD","KY","42754"
"14218","FP","PLANNED PARENTHOOD OF NORTHERN NEW ENGLAND","1641 Route 7 South",,"MIDDLEBURY","VT","05753"
"14221","FP","SOUTHAMPTON COUNTY HEALTH DEPARTMENT","26022 ADMINISTRATION CTR DR",,"COURTLAND","VA","23837"
"14235","FP","CECIL COUNTY HEALTH DEPARTMENT","401 BOW ST",,"ELKTON","MD","21921"
"14250","FP","MULTNOMAH CO HEALTH DEPT","2245 NE 36TH AVENUE",,"PORTLAND","OR","97212"
"14261","FP","LONGVIEW WELLNESS CENTER,  INC.","1107 EAST MARSHALL AVE",,"LONGVIEW","TX","75601"
"14275","FP","EASTERN REGIONAL HEALTH CTR","9100 FRANKLIN SQ DR, ROOM 312",,"BALTIMORE","MD","21237"
"14278","FP","PUBLIC HEALTH MANAGEMENT CORPORATION","1300 TULPEHOCKEN ST",,"PHILADELPHIA","PA","19138"
"14285","FP","PLANNED PARENTHOOD OF SOUTHERN NEW ENGLAND","969 WEST MAIN ST",,"WATERBURY","CT","06708"
"14290","FP","TREGO COUNTY HEALTH DEPARTMENT","201 NORTH MAIN",,"WAKEENEY","KS","67672"
"14298","FP","PRESBYTERIAN MEDICAL SERVICES","184 Unser Blvd NE",,"RIO RANCHO","NM","87124"
"14308","FP","PLANNED PARENTHOOD MAR MONTE","1431 MCHENRY AVENUE, SUITE 100",,"MODESTO","CA","95350"
"14310","FP","MORGAN COUNTY HEALTH DEPARTMENT","345 W STATE ST",,"JACKSONVILLE","IL","62650"
"14311","FP","KINGS COUNTY HOSPITAL CENTER","451 CLARKSON AVE","E BUILDING, 6TH FLOOR","BROOKLYN","NY","11203"
"14313","FP","GOOCHLAND COUNTY HEALTH DEPARTMENT","1800 SANDY HOOK ROAD","SUITE 100","GOOCHLAND","VA","23063"
"14331","FP","DESHA COUNTY HEALTH UNIT DUMAS","751 HWY 65 SOUTH",,"DUMAS","AR","71639"
"14338","FP","PLANNED PARENTHOOD MAR MONTE","3166 COLLINS DRIVE",,"MERCED","CA","95348"
"14341","FP","BUFFALO TRACE DISTRICT HEALTH DEPARTMENT","130 EAST 2ND STREET",,"MAYSVILLE","KY","41056"
"14343","FP","POINSETT COUNTY HEALTH UNIT","102 LIBERTY ST",,"MARKED TREE","AR","72365"
"14344","FP","PLANNED PARENTHOOD OF SANTA BARBARA, VENTURA AND SAN LUIS OBISPO COUNTIES, INC","415 EAST CHAPEL ST",,"SANTA MARIA","CA","93454"
"14371","FP","PLANNED PARENTHOOD LOS ANGELES","8520 SOUTH BROADWAY",,"LOS ANGELES","CA","90003"
"14391","FP","SAGINAW COUNTY DEPT. OF PUBLIC HEALTH","1600 N. MICHIGAN AVENUE",,"SAGINAW","MI","48602"
"14395","FP","ADAMS COUNTY HEALTH DEPARTMENT","415 HIGHWAY 61 NORTH",,"NATCHEZ","MS","39120"
"14411","FP","HIGHLAND HOSPITAL","757 SOUTH CLINTON AVENUE",,"ROCHESTER","NY","14620"
"14413","FP","MATILDA THEISS HEALTH CENTER","373 BURROWS ST",,"PITTSBURGH","PA","15213"
"14432","FP","PLANNED PARENTHOOD OF THE NORTH COUNTRY NEW YORK, INC.","41 ST. BERNARD ST",,"SARANAC LAKE","NY","12983"
"14433","FP","TATE COUNTY HEALTH DEPARTMENT","100 PRESTON MCKAY DRIVE",,"SENATOBIA","MS","38668"
"14444","FP","FAMILY PLANNING ASSOCIATION OF MAINE","2250 MILLARD HARRISON DRIVE",,"READFIELD","ME","04355"
"14453","FP","HAMILTON HEALTH CENTER INC","110 South 17th Street",,"HARRISBURG","PA","17104"
"14455","FP","CARROLL COUNTY HEALTH DEPARTMENT","401 11TH STREET",,"CARROLLTON","KY","41008"
"14484","FP","HAVEN HEALTH CLINICS","#1 Medical Drive",,"AMARILLO","TX","79106"
"14490","FP","COMMUNITY ACTION, INC. OF HAYS, CALDWELL, AND BLANCO COUNTIES","101 UHLAND  ROAD","SUITE 107","SAN MARCOS","TX","78666"
"14492","FP","Waianae District Comprehensive Health and Hospital Board, Incorporated","86-260 Farrington Highway",,"Waianae","HI","96792"
"14493","FP","PLANNED PARENTHOOD OF KANSAS AND MID MISSOURI","4112 NE VIVION RD",,"KANSAS CITY","MO","64119"
"14550","FP","PLANNED PARENTHOOD OF THE PACIFIC SOUTHWEST","7526 CLAIRMONT MESA BLVD",,"SAN DIEGO","CA","92111"
"14551","FP","ORANGE COUNTY HEALTH DEPARTMENT","300 WEST TRYON STREET",,"HILLSBOROUGH","NC","27278"
"14565","FP","ALEXANDRIA HEALTH DEPARTMENT","4480 KING ST.",,"ALEXANDRIA","VA","22302"
"14584","FP","PLANNED PARENTHOOD OF NORTHERN NEW ENGLAND","8 MIDDLE STREET",,"KEENE","NH","03431"
"14585","FP","MACON COUNTY HEALTH DEPARTMENT","812 HOSPITAL RD",,"TUSKEGEE","AL","36083"
"14595","FP","KOKUA KALIHI VALLEY","2239 NORTH SCHOOL ST",,"HONOLULU","HI","96819"
"14599","FP","COAHOMA COUNTY HEALTH DEPARTMENT","1850 CHERYL STREET",,"CLARKSDALE","MS","38614"
"14600","FP","MT. SINAI HOSPITAL","320 EAST 94TH ST",,"NEW YORK","NY","10128"
"14606","FP","UNIVERSITY OF HAWAII AT HILO","200 WEST KAWILI STREET","CAMPUS CENTER 212","HILO","HI","96720"
"14631","FP","HEALTH IMPERATIVES, INC","942 WEST CHESTNUT ST",,"BROCKTON","MA","02301"
"14649","FP","CRENSHAW COUNTY HEALTH DEPARTMENT","15 Hospital Drive",,"LUVERNE","AL","36049"
"14655","FP","CENTRAL MICHIGAN DISTRICT HEALTH DEPARTMENT","4489 W M61",,"STANDISH","MI","48658"
"14658","FP","GARRARD COUNTY HEALTH DEPARTMENT","89 FARRA DRIVE",,"LANCASTER","KY","40444"
"14666","FP","NORTHAMPTON COUNTY HEALTH DEPARTMENT","7114 LANKFORD HWY",,"NASSAWADOX","VA","23413"
"14670","FP","CALHOUN COUNTY HEALTH UNIT","1119 PRESTRESS",,"HAMPTON","AR","71744"
"14674","FP","HURON COUNTY GENERAL HEALTH DISTRICT","180 MILAN AVE","SUITE 8","NORWALK","OH","44857"
"14683","FP","PLANNED PARENTHOOD OF THE MID HUDSON VALLEY","7 COATES DRIVE SUITE 4",,"GOSHEN","NY","10924"
"14685","FP","HEALTHY TEENS & YOUNG ADULTS PROJECT","7824 CENTRAL AVE",,"CAPITOL HEIGHTS","MD","20743"
"14711","FP","EAGLE COUNTY HEALTH AND HUMAN SERVICES","551 BROADWAY",,"EAGLE","CO","81631"
"14726","FP","Planned Parenthood of the Great Northwest and the Hawaiian Islands","1105 S 348TH STREET","SUITE B 103","FEDERAL WAY","WA","98003"
"14741","FP","PLANNED PARENTHOOD OF WISCONSIN INC","2207 W WISCONSIN AVE",,"MILWAUKEE","WI","53233"
"14764","FP","CLAY COUNTY HEALTH DEPARTMENT","1345 IDLEWILD BLVD",,"GREEN COVE SPRINGS","FL","32043"
"14769","FP","SC DHEC Upstate Region Pickens Co FP","200 McDaniel Ave",,"Pickens","SC","29671"
"14772","FP","Maternal and Child Health Bureau","201 West Preston Street","3rd Floor","BALTIMORE","MD","21201"
"14776","FP","PLANNED PARENTHOOD MINNESOTA, NORTH DAKOTA, SOUTH DAKOTA","201 NORTH VICTORY DRIVE","SUITE 211","MANKATO","MN","56001"
"14777","FP","MARION CO HEALTH DEPT","976 N PACIFIC HIGHWAY",,"WOODBURN","OR","97071"
"14780","FP","PICKETT COUNTY HEALTH DEPARTMENT","1013 Woodlawn Dr.",,"Byrdstown","TN","38549"
"14787","FP","PLANNED PARENTHOOD OF ILLINOIS","18 S MICHIGAN AVE","6TH FLOOR","CHICAGO","IL","60603"
"14801","FP","ECONOMIC SECURITY CORP OF THE SW AREA","302 S JOPLIN ST",,"JOPLIN","MO","64802"
"14818","FP","SC DHEC Midlands Region Chester Co FP","129 Wylie St",,"Chester","SC","29706"
